"food";"Folate, total";"Phenylalanine";"Riboflavin";"Sugars, Total NLEA";"Tryptophan";"Tyrosine";"Vitamin B-6";"holyRatio"
"riboflavin, whole wheat bread, natures own ";"riboflavin, whole wheat bread, natures own ";NA;NA;15.3846153846154;NA;NA;NA;NA;NA
"riboflavin, whole wheat bread, store brand/other ";"riboflavin, whole wheat bread, store brand/other ";NA;NA;13.8461538461538;NA;NA;NA;NA;NA
"riboflavin, whole wheat bread, stroehmann dutch county ";"riboflavin, whole wheat bread, stroehmann dutch county ";NA;NA;12.3076923076923;NA;NA;NA;NA;NA
"riboflavin, yogurt, greek, strawberry, non";"riboflavin, yogurt, greek, strawberry, non";NA;NA;26.1538461538462;NA;NA;NA;NA;NA
"sauce, pasta, spaghetti/marinara, ready";"sauce, pasta, spaghetti/marinara, ready";NA;NA;NA;50800;NA;NA;NA;NA
"sauce, salsa, ready";"sauce, salsa, ready";NA;NA;NA;25240;NA;NA;485384.615384615;NA
"sausage, italian, pork, mild, cooked, pan";"sausage, italian, pork, mild, cooked, pan";337.5;NA;103846.153846154;5400;NA;NA;103846.153846154;NA
"sausage, pork, chorizo, link or ground, cooked, pan";"sausage, pork, chorizo, link or ground, cooked, pan";362.5;NA;111538.461538462;NA;NA;NA;111538.461538462;NA
"seeds, sunflower seed kernels, dry roasted, with salt added";"seeds, sunflower seed kernels, dry roasted, with salt added";640;NA;196923.076923077;10240;NA;NA;196923.076923077;NA
"spinach, baby";"spinach, baby";1641.2875;NA;505011.538461538;NA;NA;NA;505011.538461538;NA
"spinach, mature";"spinach, mature";1979.4375;NA;609057.692307692;NA;NA;NA;609057.692307692;NA
"spinach, regular ";"spinach, regular ";2407.5;NA;740769.230769231;NA;NA;NA;740769.230769231;NA
"strawberries, fresh, pass ";"strawberries, fresh, pass ";22.775;NA;7007.69230769231;NA;NA;NA;7007.69230769231;NA
"sugars, granulated";"sugars, granulated";NA;NA;NA;6440;NA;NA;NA;NA
"sunflower seeds dry roasted salted";"sunflower seeds dry roasted salted";196.25;NA;60384.6153846154;NA;NA;NA;NA;NA
"sunflower seeds, dry roasted, salted ";"sunflower seeds, dry roasted, salted ";NA;NA;NA;NA;NA;NA;3230.76923076923;NA
"tomato juice, shelf stable, from concentrate, with added ingredients";"tomato juice, shelf stable, from concentrate, with added ingredients";69;NA;NA;NA;NA;NA;21230.7692307692;NA
"tomato juice, with added ingredients, from concentrate, shelf stable";"tomato juice, with added ingredients, from concentrate, shelf stable";58.9;NA;NA;942.4;NA;NA;18123.0769230769;NA
"tomato, roma";"tomato, roma";715.75;NA;220230.769230769;NA;NA;NA;220230.769230769;NA
"tomatoes, canned, red, ripe, diced";"tomatoes, canned, red, ripe, diced";NA;NA;NA;792;NA;NA;NA;NA
"tomatoes, grape";"tomatoes, grape";1060;NA;326153.846153846;NA;NA;NA;326153.846153846;NA
"tomatoes, grape, raw";"tomatoes, grape, raw";1025;NA;315384.615384615;NA;NA;NA;315384.615384615;NA
"tomatoes, roma";"tomatoes, roma";1086.125;NA;334192.307692308;NA;NA;NA;334192.307692308;NA
"turkey breakfast sausage, butterball";"turkey breakfast sausage, butterball";NA;NA;36923.0769230769;NA;NA;NA;36923.0769230769;NA
"turkey breakfast sausage, honeysuckle white";"turkey breakfast sausage, honeysuckle white";NA;NA;39153.8461538462;NA;NA;NA;39153.8461538462;NA
"turkey breakfast sausage, jimmy dean";"turkey breakfast sausage, jimmy dean";NA;NA;56000;NA;NA;NA;56000;NA
"turkey, ground, ";"turkey, ground, ";NA;NA;70923.0769230769;NA;NA;NA;70923.0769230769;NA
"vitamin b";"vitamin b";NA;NA;NA;NA;NA;NA;300;NA
"yogurt, greek, plain, whole milk";"yogurt, greek, plain, whole milk";NA;NA;11300;587.6;NA;NA;11300;NA
"yogurt, greek, strawberry, nonfat";"yogurt, greek, strawberry, nonfat";86.75;NA;26692.3076923077;1388;NA;NA;26692.3076923077;NA
"yogurt, greek, whole milk, plain";"yogurt, greek, whole milk, plain";NA;NA;16076.9230769231;NA;NA;NA;16076.9230769231;NA
"yogurt, plain, whole milk";"yogurt, plain, whole milk";NA;NA;12623.0769230769;656.4;NA;NA;12623.0769230769;NA
"yogurt, whole milk, plain";"yogurt, whole milk, plain";NA;NA;16307.6923076923;NA;NA;NA;16307.6923076923;NA
